category,player_id,player_name,team_id,team_name,league_id,season,appearences,minutes,goals,assists,shots_total
topscorers,10008,Kaio Jorge,135,Cruzeiro,629,2025,21,1544,14,5,51
topscorers,10174,Gabriel Barbosa,135,Cruzeiro,629,2025,21,544,5,2,18
topscorers,25390,Jonathas,125,America Mineiro,629,2025,10,590,4,,
topscorers,363718,Luann,13080,Democrata GV,629,2025,10,829,4,,
topscorers,12705,Hulk,1062,Atletico-MG,629,2025,19,1571,4,3,41
topscorers,305837,Figueiredo,125,America Mineiro,629,2025,16,1361,4,2,29
topscorers,9967,Igor Gomes,1062,Atletico-MG,629,2025,21,833,3,2,12
topscorers,67204,Christian,135,Cruzeiro,629,2025,15,1174,3,2,17
topscorers,77923,Marlon,125,America Mineiro,629,2025,12,944,3,,
topscorers,355193,David Francisco,13975,Athletic Club,629,2025,11,908,3,,
topscorers,42230,Diego Jardel,12277,Ipatinga,629,2025,10,705,3,,
topscorers,119265,João Diogo,12277,Ipatinga,629,2025,10,873,3,,
topscorers,77805,Eurico,12277,Ipatinga,629,2025,10,900,3,,
topscorers,10178,Lincoln,13975,Athletic Club,629,2025,8,481,3,,
topscorers,9926,Gustavo Scarpa,1062,Atletico-MG,629,2025,22,1647,2,2,24
topscorers,143365,Fabinho,125,America Mineiro,629,2025,8,626,2,2,17
topscorers,10432,Júnior Santos,1062,Atletico-MG,629,2025,17,357,2,0,8
topscorers,133198,Welinton Torrão,13975,Athletic Club,629,2025,11,766,2,,
topscorers,404753,Cauan Barros,125,America Mineiro,629,2025,10,661,2,,
topscorers,297788,Thái,13084,Pouso Alegre,629,2025,8,393,2,,
