category,player_id,player_name,team_id,team_name,league_id,season,appearences,minutes,goals,assists,shots_total
topscorers,12705,Hulk,1062,Atletico-MG,629,2023,33,2856,15,10,89
topscorers,10004,Eduardo Sasha,1062,Atletico-MG,629,2023,33,2248,11,3,53
topscorers,10541,Daniel Amorim,2227,Tombense,629,2023,11,422,10,,
topscorers,9445,Bruno Rodrigues,135,Cruzeiro,629,2023,33,2641,8,4,59
topscorers,9854,Ademir,1062,Atletico-MG,629,2023,33,1668,6,1,34
topscorers,80257,Neto Costa,7824,CAP,629,2023,11,876,5,,
topscorers,167010,Matheus Frizzo,2227,Tombense,629,2023,31,2506,4,4,47
topscorers,307421,Juan Christian,135,Cruzeiro,629,2023,15,962,4,2,34
topscorers,70314,Wesley,135,Cruzeiro,629,2023,30,1632,4,1,36
topscorers,306885,Dodozinho,7869,Villa Nova,629,2023,12,914,4,,
topscorers,9583,Luan,7869,Villa Nova,629,2023,11,926,4,,
topscorers,78727,Aloísio,125,America Mineiro,629,2023,9,614,4,,
topscorers,10437,Wellington Paulista,125,America Mineiro,629,2023,8,234,4,,
topscorers,10309,Marlon,135,Cruzeiro,629,2023,35,3113,3,2,16
topscorers,10041,Gilberto,135,Cruzeiro,629,2023,21,1040,3,1,26
topscorers,54362,Léo Santos,7824,CAP,629,2023,11,785,3,,
topscorers,200283,Mayco Félix,7769,Caldense,629,2023,11,833,3,,
topscorers,133198,Welinton Torrão,13975,Athletic Club,629,2023,10,723,3,,
topscorers,157326,Brandão,13080,Democrata GV,629,2023,9,591,3,,
topscorers,6094,M. Benítez,125,America Mineiro,629,2023,9,643,3,,
