fixture_id,date,league_id,league_name,season,home_team_id,home_team_name,away_team_id,away_team_name,fulltime_home,fulltime_away
1147739,2024-02-18T19:00:00+00:00,629,Mineiro - 1,2024,125,America Mineiro,7869,Villa Nova,0,0
1147744,2024-02-18T19:00:00+00:00,629,Mineiro - 1,2024,12277,Ipatinga,1196,Uberlandia,0,1
1147743,2024-02-18T21:00:00+00:00,629,Mineiro - 1,2024,2227,Tombense,7824,CAP,4,0
1147740,2024-02-18T21:30:00+00:00,629,Mineiro - 1,2024,13080,Democrata GV,135,Cruzeiro,1,3
1147749,2024-02-24T19:00:00+00:00,629,Mineiro - 1,2024,7869,Villa Nova,2227,Tombense,0,3
1147747,2024-02-24T19:00:00+00:00,629,Mineiro - 1,2024,12277,Ipatinga,13080,Democrata GV,2,0
1147745,2024-02-24T19:30:00+00:00,629,Mineiro - 1,2024,125,America Mineiro,1062,Atletico-MG,1,1
1147750,2024-02-24T20:00:00+00:00,629,Mineiro - 1,2024,1196,Uberlandia,13975,Athletic Club,2,1
1147746,2024-02-25T14:00:00+00:00,629,Mineiro - 1,2024,13084,Pouso Alegre,135,Cruzeiro,0,2
1147748,2024-02-25T19:00:00+00:00,629,Mineiro - 1,2024,21165,Itabirito,7824,CAP,2,2
1147752,2024-03-02T19:30:00+00:00,629,Mineiro - 1,2024,135,Cruzeiro,1196,Uberlandia,2,0
1147753,2024-03-02T19:30:00+00:00,629,Mineiro - 1,2024,1062,Atletico-MG,12277,Ipatinga,3,0
1147751,2024-03-02T19:30:00+00:00,629,Mineiro - 1,2024,2227,Tombense,125,America Mineiro,0,1
1147755,2024-03-02T19:30:00+00:00,629,Mineiro - 1,2024,7824,CAP,13084,Pouso Alegre,0,1
1147754,2024-03-02T19:30:00+00:00,629,Mineiro - 1,2024,13080,Democrata GV,7869,Villa Nova,2,1
1147756,2024-03-02T19:30:00+00:00,629,Mineiro - 1,2024,13975,Athletic Club,21165,Itabirito,2,1
1181746,2024-03-09T19:30:00+00:00,629,Mineiro - 1,2024,1062,Atletico-MG,125,America Mineiro,2,0
1181748,2024-03-09T20:00:00+00:00,629,Mineiro - 1,2024,1196,Uberlandia,13975,Athletic Club,2,2
1181750,2024-03-10T14:00:00+00:00,629,Mineiro - 1,2024,21165,Itabirito,13084,Pouso Alegre,4,1
1181747,2024-03-10T22:30:00+00:00,629,Mineiro - 1,2024,2227,Tombense,135,Cruzeiro,0,0
1181752,2024-03-12T22:30:00+00:00,629,Mineiro - 1,2024,12277,Ipatinga,13080,Democrata GV,4,3
1183931,2024-03-16T19:30:00+00:00,629,Mineiro - 1,2024,135,Cruzeiro,2227,Tombense,3,1
1181751,2024-03-16T21:00:00+00:00,629,Mineiro - 1,2024,13084,Pouso Alegre,21165,Itabirito,5,2
1181749,2024-03-16T21:30:00+00:00,629,Mineiro - 1,2024,13975,Athletic Club,1196,Uberlandia,0,0
1183930,2024-03-17T22:00:00+00:00,629,Mineiro - 1,2024,125,America Mineiro,1062,Atletico-MG,2,1
1181753,2024-03-18T23:30:00+00:00,629,Mineiro - 1,2024,13080,Democrata GV,7824,CAP,1,0
1181754,2024-03-21T23:00:00+00:00,629,Mineiro - 1,2024,7824,CAP,12277,Ipatinga,0,3
1186284,2024-03-23T21:30:00+00:00,629,Mineiro - 1,2024,13084,Pouso Alegre,13975,Athletic Club,1,3
1186285,2024-03-28T23:30:00+00:00,629,Mineiro - 1,2024,13975,Athletic Club,13084,Pouso Alegre,3,0
1186141,2024-03-30T19:30:00+00:00,629,Mineiro - 1,2024,1062,Atletico-MG,135,Cruzeiro,2,2
1181757,2024-04-01T23:30:00+00:00,629,Mineiro - 1,2024,13080,Democrata GV,12277,Ipatinga,4,1
1186142,2024-04-07T18:30:00+00:00,629,Mineiro - 1,2024,135,Cruzeiro,1062,Atletico-MG,1,3
